"","Gruppe","samples","variable","value","se"
"1","nonAIHhepControl","AIH001","Chao1",312.096774193548,6.55438900360914
"2","nonAIHhepControl","AIH002","Chao1",352.625,10.543810944232
"3","nonAIHhepControl","AIH003","Chao1",276.315789473684,18.6557201740536
"4","nonAIHhepControl","AIH005","Chao1",390.757575757576,12.5539618056157
"5","nonAIHhepControl","AIH006","Chao1",442.206896551724,22.0358553123254
"6","nonAIHhepControl","AIH007","Chao1",145.055555555556,16.8507412348035
"7","nonAIHhepControl","AIH009","Chao1",204.538461538462,6.21743911653014
"8","nonAIHhepControl","AIH011","Chao1",156.25,39.2282400669467
"9","AIH","AIH018","Chao1",288.575,9.13980349408025
"10","nonAIHhepControl","AIH020","Chao1",150.333333333333,18.1152569595843
"11","AIH","AIH021","Chao1",253.870967741935,13.3628953750568
"12","AIH","AIH022","Chao1",243.848484848485,10.2341784506735
"13","nonAIHhepControl","AIH023","Chao1",137.071428571429,12.7845951287161
"14","nonAIHhepControl","AIH026","Chao1",243.111111111111,7.82150706255623
"15","nonAIHhepControl","AIH027","Chao1",289.464285714286,11.1493873142621
"16","nonAIHhepControl","AIH029","Chao1",242,17.4050425932873
"17","nonAIHhepControl","AIH030","Chao1",294.730769230769,13.9362283929155
"18","nonAIHhepControl","AIH031","Chao1",229.037037037037,6.35548539509913
"19","nonAIHhepControl","AIH032","Chao1",188.965517241379,9.95625213878679
"20","nonAIHhepControl","AIH033","Chao1",195.25,17.8280239750789
"21","AIH","AIH035","Chao1",310.037037037037,11.113460708722
"22","AIH","AIH036","Chao1",230,10.0910615558659
"23","nonAIHhepControl","AIH037","Chao1",183.25,9.29733847022491
"24","AIH","AIH039","Chao1",261.714285714286,13.7507397378766
"25","AIH","AIH040","Chao1",321.7,31.3591436922235
"26","nonAIHhepControl","AIH042","Chao1",276.666666666667,14.3818278324155
"27","AIH","AIH043","Chao1",293.023255813953,8.26124450370062
"28","nonAIHhepControl","AIH046","Chao1",397.872340425532,16.4568024876503
"29","AIH","AIH047","Chao1",406.170731707317,14.6243931219435
"30","healthy","AIH049","Chao1",500.886363636364,13.2951599047998
"31","healthy","AIH050","Chao1",476.5,11.0346067020091
"32","healthy","AIH051","Chao1",534.055555555556,16.8274866930448
"33","AIH","AIH052","Chao1",442.052631578947,10.6324396022035
"34","healthy","AIH053","Chao1",478.8,14.6915855854237
"35","healthy","AIH054","Chao1",440.813953488372,12.579129984548
"36","healthy","AIH055","Chao1",313.5,22.9093139279297
"37","healthy","AIH056","Chao1",520.918032786885,20.6439451590856
"38","healthy","AIH057","Chao1",563.34375,12.5302651589098
"39","AIH","AIH058","Chao1",551.365384615385,16.1560764641237
"40","AIH","AIH059","Chao1",384.52380952381,16.1188132039653
"41","healthy","AIH060","Chao1",484.671641791045,13.118437895445
"42","healthy","AIH061","Chao1",422.115384615385,17.6188553135481
"43","healthy","AIH062","Chao1",490.181818181818,14.0810509986156
"44","healthy","AIH063","Chao1",288.535714285714,7.55936924599083
"45","healthy","AIH064","Chao1",573.134328358209,15.9754073606694
"46","healthy","AIH065","Chao1",493.893617021277,18.9993829166822
"47","healthy","AIH066","Chao1",333.372093023256,15.7404365962338
"48","AIH","AIH068","Chao1",538.466666666667,20.2661210625487
"49","AIH","AIH069","Chao1",315.5,7.43504868408214
"50","AIH","AIH070","Chao1",284.555555555556,9.00012155393312
"51","AIH","AIH071","Chao1",349.483870967742,17.9875553511825
"52","nonAIHhepControl","AIH072","Chao1",280.125,13.1458453596091
"53","nonAIHhepControl","AIH074","Chao1",217.142857142857,7.14314008953168
"54","healthy","AIH076","Chao1",192.315789473684,13.9849122385438
"55","nonAIHhepControl","AIH077","Chao1",269.47619047619,14.3335222005245
"56","healthy","AIH081","Chao1",282.25,11.0003542586787
"57","healthy","AIH082","Chao1",263.913043478261,14.1315093810371
"58","healthy","AIH083","Chao1",384.28125,14.222395011924
