"","Gruppe","samples","variable","value","se"
"1","AIH","AIH018","ACE",297.0542319952,8.54362932753162
"2","AIH","AIH021","ACE",265.192030782499,8.26994494437073
"3","AIH","AIH022","ACE",252.934287409838,7.93500686576313
"4","AIH","AIH035","ACE",308.562039940941,8.668504424713
"5","AIH","AIH036","ACE",230.389120757555,7.40267930407592
"6","AIH","AIH039","ACE",262.898473591621,8.0913315774805
"7","AIH","AIH040","ACE",320.119038405939,9.49666301116493
"8","AIH","AIH043","ACE",310.820484398745,8.88015779405756
"9","AIH","AIH047","ACE",409.285758407083,10.0501894733852
"10","AIH","AIH052","ACE",452.198890826982,10.5069637797312
"11","AIH","AIH058","ACE",549.622213711582,11.4852022299932
"12","AIH","AIH059","ACE",381.267353058648,9.5048367553786
"13","AIH","AIH068","ACE",530.68503239022,11.3032927658806
"14","AIH","AIH069","ACE",321.246710570327,8.74434750920634
"15","AIH","AIH070","ACE",286.328653326122,8.24341816029827
"16","AIH","AIH071","ACE",355.408353629819,9.52856445762229
"17","nonAIHhepControl","AIH001","ACE",314.061624645221,8.77052548509153
"18","nonAIHhepControl","AIH002","ACE",352.106953030474,9.24693881407449
"19","nonAIHhepControl","AIH003","ACE",269.804981827852,8.22734348580961
"20","nonAIHhepControl","AIH005","ACE",389.675151426514,9.61535447729363
"21","nonAIHhepControl","AIH006","ACE",425.005368051991,10.2222781565541
"22","nonAIHhepControl","AIH007","ACE",152.589743589744,7.25728461390549
"23","nonAIHhepControl","AIH009","ACE",207.673175471298,7.08178814122912
"24","nonAIHhepControl","AIH011","ACE",109.632671974284,5.03751042744092
"25","nonAIHhepControl","AIH020","ACE",142.949065059245,6.14014428720635
"26","nonAIHhepControl","AIH023","ACE",137.744476884444,6.02757772412907
"27","nonAIHhepControl","AIH026","ACE",246.005551492587,7.72604528053355
"28","nonAIHhepControl","AIH027","ACE",291.446306441598,8.55334600441095
"29","nonAIHhepControl","AIH029","ACE",249.964058403287,8.09804016484295
"30","nonAIHhepControl","AIH030","ACE",295.410528533429,8.51954000578815
"31","nonAIHhepControl","AIH031","ACE",232.748357616111,7.53248269173554
"32","nonAIHhepControl","AIH032","ACE",196.682620783771,6.95830586836944
"33","nonAIHhepControl","AIH033","ACE",184.94845948088,6.80868160828955
"34","nonAIHhepControl","AIH037","ACE",182.506365853236,6.54895226282577
"35","nonAIHhepControl","AIH042","ACE",280.408332960407,8.26000560022453
"36","nonAIHhepControl","AIH046","ACE",404.899632298969,10.0360827777873
"37","nonAIHhepControl","AIH072","ACE",294.015522753023,8.67950605504029
"38","nonAIHhepControl","AIH074","ACE",219.079039661105,7.19392641144934
"39","nonAIHhepControl","AIH077","ACE",264.898793478261,7.99032476507703
